time	flux
2456895.60117	1.00091819213
2456895.60171	1.0009194296
2456895.60232	1.00092085542
2456895.60286	1.00092207453
2456895.60347	1.00092347896
2456895.60401	1.00092467955
2456895.60463	1.00092606241
2456895.60516	1.00092724433
2456895.60578	1.00092860543
2456895.60631	1.00092976852
2456895.60693	1.00093110769
2456895.60746	1.00093225181
2456895.60808	1.00093356887
2456895.60861	1.00093469387
2456895.60923	1.00093598865
2456895.60976	1.00093709438
2456895.61038	1.00093836672
2456895.61091	1.00093945303
2456895.61153	1.00094070276
2456895.61206	1.00094176952
2456895.61268	1.00094299647
2456895.61321	1.00094404353
2456895.61383	1.00094524754
2456895.61436	1.00094627478
2456895.61498	1.0009474557
2456895.61552	1.00094846296
2456895.61613	1.00094962064
2456895.61667	1.0009506078
2456895.61728	1.00095174208
2456895.61782	1.00095270901
2456895.61844	1.00095381974
2456895.61897	1.00095476632
2456895.61959	1.00095585335
2456895.62012	1.00095677945
2456895.62074	1.00095784264
2456895.62127	1.00095874815
2456895.62189	1.00095978736
2456895.62242	1.00096067214
2456895.62304	1.00096168723
2456895.62357	1.00096255118
2456895.62419	1.00096354202
2456895.62472	1.00096438501
2456895.62534	1.00096535147
2456895.62587	1.0009661734
2456895.62649	1.00096711535
2456895.62702	1.00096791611
2456895.62764	1.00096883342
2456895.62817	1.0009696129
2456895.62879	1.00097050546
2456895.62933	1.00097104269
2456895.62994	1.00096320864
2456895.63048	1.0009414955
2456895.63109	1.00089718453
2456895.63163	1.0008487213
2456895.63224	1.00078417365
2456895.63278	1.00072322835
2456895.6334	1.00064792371
2456895.63393	1.00058030249
2456895.63455	1.00049988683
2456895.63508	1.00043001144
2456895.6357	1.00034946123
2456895.63623	1.00028170692
2456895.63685	1.00020648819
2456895.63738	1.00014620839
2456895.638	1.00008395857
2456895.63853	1.00004033242
2456895.63915	1.00000985961
2456895.63968	1.00000065221
2456895.6403	1.0
2456895.64083	1.0
2456895.64145	1.0
2456895.64198	1.0
2456895.6426	1.0
2456895.64313	1.0
2456895.64375	1.0
2456895.64429	1.0
2456895.6449	1.0
2456895.64544	1.0
2456895.64605	1.0
2456895.64659	1.0
2456895.64721	1.0
2456895.64774	1.0
2456895.64836	1.0
2456895.64889	1.0
2456895.64951	1.0
2456895.65004	1.0
2456895.65066	1.0
2456895.65119	1.0
2456895.65181	1.0
2456895.65234	1.0
2456895.65296	1.0
2456895.65349	1.0
2456895.65411	1.0
2456895.65464	1.0
2456895.65526	1.0
2456895.65579	1.0
2456895.65641	1.0
2456895.65694	1.0
2456895.65756	1.0
2456895.6581	1.0
2456895.65871	1.0
2456895.65925	1.0
2456895.65986	1.0
2456895.6604	1.0
2456895.66102	1.0
2456895.66155	1.0
2456895.66217	1.0
2456895.6627	1.0
2456895.66332	1.0
2456895.66385	1.0
2456895.66447	1.0
2456895.665	1.0
2456895.66562	1.0
2456895.66615	1.0
2456895.66677	1.0
2456895.6673	1.0
2456895.66792	1.0
2456895.66845	1.0
2456895.66907	1.0
2456895.6696	1.0
2456895.67022	1.0
2456895.67075	1.0
2456895.67137	1.0
2456895.6719	1.0
2456895.67252	1.0
2456895.67306	1.0
2456895.67367	1.0
2456895.67421	1.0
2456895.67482	1.0
2456895.67536	1.0
2456895.67598	1.0
2456895.67651	1.0
2456895.67713	1.0
2456895.67766	1.0
2456895.67828	1.0
2456895.67881	1.0
2456895.67943	1.0
2456895.67996	1.0
2456895.68058	1.0
2456895.68111	1.0
2456895.68173	1.0
2456895.68226	1.0
2456895.68288	1.0
2456895.68341	1.0
2456895.68403	1.0
2456895.68456	1.0
2456895.68518	1.0
2456895.68571	1.0
2456895.68633	1.0
2456895.68687	1.0
2456895.68748	1.0
2456895.68802	1.0
2456895.68863	1.0
2456895.68917	1.0
2456895.68979	1.0
2456895.69032	1.0
2456895.69094	1.0
2456895.69147	1.0
2456895.69209	1.0
2456895.69262	1.0
2456895.69324	1.0
2456895.69377	1.0
2456895.69439	1.0
2456895.69492	1.0
2456895.69554	1.0
2456895.69607	1.0
2456895.69669	1.0
2456895.69722	1.0
2456895.69784	1.0
2456895.69837	1.0
2456895.69899	1.0
2456895.69952	1.0
2456895.70014	1.0
2456895.70068	1.0
2456895.70129	1.0
2456895.70183	1.0
2456895.70244	1.0
2456895.70298	1.0
2456895.70359	1.0
2456895.70413	1.0
2456895.70475	1.0
2456895.70528	1.0
2456895.7059	1.0
2456895.70643	1.0
2456895.70705	1.0
2456895.70758	1.0
2456895.7082	1.0
2456895.70873	1.0
2456895.70935	1.0
2456895.70988	1.0
2456895.7105	1.0
2456895.71103	1.0
2456895.71165	1.0
2456895.71218	1.0
2456895.7128	1.0
2456895.71333	1.0
2456895.71395	1.0
2456895.71448	1.0
2456895.7151	1.0
2456895.71564	1.0
2456895.71625	1.0
2456895.71679	1.0
2456895.7174	1.0
2456895.71794	1.0
2456895.71856	1.0
2456895.71909	1.0
2456895.71971	1.0000014345
2456895.72024	1.0000128912
2456895.72086	1.00004620897
2456895.72139	1.00009031752
2456895.72201	1.00015174707
2456895.72254	1.00021055327
2456895.72316	1.00028346328
2456895.72369	1.0003487696
2456895.72431	1.00042611135
2456895.72484	1.00049290637
2456895.72546	1.00056951269
2456895.72599	1.00063363111
2456895.72661	1.00070472773
2456895.72714	1.00076189366
2456895.72776	1.00082195379
2456895.72829	1.00086637898
2456895.72891	1.00090537939
2456895.72945	1.0009226716
2456895.73006	1.00092729368
2456895.7306	1.00092612238
2456895.73121	1.00092473454
2456895.73175	1.00092353034
2456895.73237	1.00092212064
2456895.7329	1.00092089771
2456895.73352	1.00091946634
2456895.73405	1.00091822483
2456895.73467	1.00091677196
2456895.7352	1.00091551204
2456895.73582	1.00091403785
2456895.73635	1.00091275967
2456895.73697	1.00091126436
2456895.7375	1.00090996808
2456895.73812	1.00090845183
2456895.73865	1.00090713762
2456895.73927	1.00090560062
2456895.7398	1.00090426864
2456895.74042	1.00090271109
2456895.74095	1.00090136151
2456895.74157	1.0008997836
2456895.7421	1.00089841658
2456895.74272	1.00089681851
2456895.74325	1.00089543424
2456895.74387	1.00089381621
2456895.74441	1.00089241485
2456895.74502	1.00089077706
2456895.74556	1.00088935879
2456895.74617	1.00088770145
2456895.74671	1.00088626645
2456895.74733	1.00088458976
2456895.74786	1.00088313821
2456895.74848	1.00088144238
2456895.74901	1.00087997445
2456895.74963	1.00087825971
2456895.75016	1.00087677559
2456895.75078	1.00087504213
2456895.75131	1.000873542
2456895.75193	1.00087179005
2456895.75246	1.0008702741
2456895.75308	1.00086850387
2456895.75361	1.00086697229
2456895.75423	1.000865184
2456895.75476	1.00086363698
2456895.75538	1.00086183085
2456895.75591	1.00086026859
2456895.75653	1.00085844484
2456895.75706	1.00085686752
2456895.75768	1.00085502638
2456895.75822	1.0008534342
2456895.75883	1.0008515759
2456895.75937	1.00084996905
2456895.75998	1.00084809381
2456895.76052	1.0008464725
2456895.76114	1.00084458056
2456895.76167	1.00084294497
2456895.76229	1.00084103656
2456895.76282	1.0008393869
2456895.76344	1.00083746225
2456895.76397	1.00083579873
2456895.76459	1.00083385808
2456895.76512	1.00083218089
2456895.76574	1.00083022447
2456895.76627	1.00082853382
2456895.76689	1.00082656187
2456895.76742	1.00082485797
2456895.76804	1.00082287073
2456895.76857	1.00082115379
2456895.76919	1.0008191515
2456895.76972	1.00081742172
2456895.77034	1.00081540462
2456895.77087	1.00081366221
2456895.77149	1.00081163055
2456895.77202	1.00080987573
2456895.77264	1.00080782975
2456895.77318	1.00080606272
2456895.77379	1.00080400267
2456895.77433	1.00080222364
2456895.77495	1.00080014977
2456895.77548	1.00079835896
2456895.7761	1.00079627151
2456895.77663	1.00079446914
2456895.77725	1.00079236837
2456895.77778	1.00079055464
2456895.7784	1.0007884408
2456895.77893	1.00078661594
2456895.77955	1.00078448927
2456895.78008	1.0007826535
2456895.7807	1.00078051426
2456895.78123	1.00077866778
2456895.78185	1.00077651623
2456895.78238	1.00077465928
2456895.783	1.00077249566
2456895.78353	1.00077062845
2456895.78415	1.00076845302
2456895.78468	1.00076657577
2456895.7853	1.00076438879
2456895.78583	1.00076250173
2456895.78645	1.00076030346
2456895.78699	1.00075840679
2456895.7876	1.00075619749
2456895.78814	1.00075429145
2456895.78875	1.00075207136
2456895.78929	1.00075015617
2456895.78991	1.00074792557
2456895.79044	1.00074600145
2456895.79106	1.00074376059
2456895.79159	1.00074182776
2456895.79221	1.0007395769
2456895.79274	1.0007376356
2456895.79336	1.000735375
2456895.79389	1.00073342543
2456895.79451	1.00073115536
2456895.79504	1.00072919776
2456895.79566	1.00072691847
2456895.79619	1.00072495307
2456895.79681	1.00072266482
2456895.79734	1.00072069184
2456895.79796	1.0007183949
2456895.79849	1.00071641456
2456895.79911	1.00071410919
2456895.79964	1.00071212172
2456895.80026	1.00070980818
2456895.8008	1.0007078138
2456895.80141	1.00070549236
2456895.80195	1.00070349131
2456895.80256	1.00070116222
2456895.8031	1.00069915472
2456895.80372	1.00069681825
2456895.80425	1.00069480452
2456895.80487	1.00069246094
2456895.8054	1.00069044121
2456895.80602	1.00068809077
2456895.80655	1.00068606527
2456895.80717	1.00068370823
2456895.8077	1.00068167718
2456895.80832	1.00067931382
2456895.80885	1.00067727745
2456895.80947	1.00067490802
2456895.81	1.00067286655
2456895.81062	1.00067049132
2456895.81115	1.00066844498
2456895.81177	1.00066606421
2456895.8123	1.00066401322
2456895.81292	1.00066162716
2456895.81345	1.00065957176
2456895.81407	1.00065718068
2456895.8146	1.00065512109
2456895.81522	1.00065272525
2456895.81576	1.00065066168
2456895.81637	1.00064826134
2456895.81691	1.00064619403
2456895.81752	1.00064378945
2456895.81806	1.00064171861
2456895.81868	1.00063931006
2456895.81921	1.00063723592
2456895.81983	1.00063482364
2456895.82036	1.00063274643
2456895.82098	1.00063033069
2456895.82151	1.00062825062
2456895.82213	1.00062583167
2456895.82266	1.00062374897
2456895.82328	1.00062132708
2456895.82381	1.00061924196
2456895.82443	1.00061681738
2456895.82496	1.00061473007
2456895.82558	1.00061230306
2456895.82611	1.00061021377
2456895.82673	1.00060778458
2456895.82726	1.00060569354
2456895.82788	1.00060326241
2456895.82841	1.00060116984
2456895.82903	1.00059873704
2456895.82957	1.00059664315
2456895.83018	1.00059420893
2456895.83072	1.00059211394
2456895.83133	1.00058967855
2456895.83187	1.00058758267
2456895.83249	1.00058514636
2456895.83302	1.0005830498
2456895.83364	1.00058061282
2456895.83417	1.00057851581
2456895.83479	1.0005760784
2456895.83532	1.00057398115
2456895.83594	1.00057154357
2456895.83647	1.00056944628
2456895.83709	1.00056700877
2456895.83762	1.00056491165
2456895.83824	1.00056247446
2456895.83877	1.00056037773
2456895.83939	1.00055794109
2456895.83992	1.00055584496
2456895.84054	1.00055340912
2456895.84107	1.00055131379
2456895.84169	1.00054887899
2456895.84222	1.00054678467
2456895.84284	1.00054435115
2456895.84337	1.00054225805
2456895.84399	1.00053982604
2456895.84453	1.00053773436
2456895.84514	1.0005353041
2456895.84568	1.00053321404
2456895.8463	1.00053078577
2456895.84683	1.00052869754
2456895.84745	1.00052627149
2456895.84798	1.00052418528
2456895.8486	1.00052176169
2456895.84913	1.0005196777
2456895.84975	1.00051725679
2456895.85028	1.00051517522
2456895.8509	1.00051275722
2456895.85143	1.00051067827
2456895.85205	1.00050826341
2456895.85258	1.00050618727
2456895.8532	1.00050377578
2456895.85373	1.00050170264
2456895.85435	1.00049929474
2456895.85488	1.0004972248
