alpha,Lambda,FpoFs
#alpha=-180
-165,7.7140, 0.000341611185
-165,7.4982, 0.000337576788
-165,7.2839, 0.000323556261
-165,7.0937, 0.000335827005
-165,6.8726, 0.000337287189
-165,6.6638, 0.000313735372
-165,6.5153, 0.000292906720
-165,6.2974, 0.000309853885
-165,6.0639, 0.000289134964
-165,5.8990, 0.000268046117
-165,5.7594, 0.000264439209
-165,5.5721, 0.000262390287
-165,5.3791, 0.000276253543
-165,5.2647, 0.000285286923
-165,5.1491, 0.000290459803
-165,4.9998, 0.000311940272
-165,4.8816, 0.000325516199
-165,4.8274, 0.000313196881
-165,4.7964, 0.000316271545
-165,4.7498, 0.000328132415
-165,4.6999, 0.000329328168
-165,4.6623, 0.000322573828
-165,4.6050, 0.000324258274
-165,4.5041, 0.000313777366
-165,4.3952, 0.000300483829
-165,4.3007, 0.000291122566
-165,4.2019, 0.000291850260
-165,4.0737, 0.000277385404
-165,3.9494, 0.000225377216
-165,3.8493, 0.000183438833
-165,3.7493, 0.000143077629
-165,3.6621, 0.000111607876
-165,3.5871, 0.000088947459
-165,3.5131, 0.000077864505
-165,3.4381, 0.000072175500
-165,3.3634, 0.000067969614
-165,3.3078, 0.000068462550
-165,3.2691, 0.000067853824
-165,3.2309, 0.000064092593
-165,3.1934, 0.000062773547
-165,3.1559, 0.000063578522
-165,3.1184, 0.000067248641
-165,3.0848, 0.000071892452
-165,3.0548, 0.000078661960
-165,3.0145, 0.000081069388
-165,2.9647, 0.000077480809
-165,2.9086, 0.000070208853
-165,2.8468, 0.000062254799
-165,2.7875, 0.000056468101
-165,2.7304, 0.000053576685
-165,2.6756, 0.000047712081
-165,2.6230, 0.000048745398
-165,2.5736, 0.000043259810
-165,2.5272, 0.000042681670
-165,2.4816, 0.000041009895
-165,2.4368, 0.000035663922
-165,2.3942, 0.000030442138
-165,2.3536, 0.000026767979
-165,2.3143, 0.000025703788
-165,2.2765, 0.000023256400
-165,2.2400, 0.000023700519
-165,2.2089, 0.000023769890
-165,2.1828, 0.000029958248
-165,2.1625, 0.000034186714
-165,2.1477, 0.000034768553
-165,2.1365, 0.000036225170
-165,2.1288, 0.000036617898
-165,2.1136, 0.000037304322
-165,2.0911, 0.000037949980
-165,2.0698, 0.000037051408
-165,2.0498, 0.000034604029
-165,2.0298, 0.000032330916
-165,2.0098, 0.000028833780
-165,1.9820, 0.000025161029
-165,1.9470, 0.000022009643
-165,1.9163, 0.000021963154
-165,1.8894, 0.000022020739
-165,1.8631, 0.000018686508
-165,1.8374, 0.000017712326
-165,1.8123, 0.000017801932
-165,1.7884, 0.000017175418
-165,1.7656, 0.000017557777
-165,1.7405, 0.000018558238
-165,1.7133, 0.000017607255
-165,1.6915, 0.000016222748
-165,1.6749, 0.000015214164
-165,1.6598, 0.000018087871
-165,1.6461, 0.000018799680
-165,1.6274, 0.000016772903
-165,1.6040, 0.000025920723
-165,1.5837, 0.000033024285
-165,1.5672, 0.000030777215
-165,1.5523, 0.000027550500
-165,1.5376, 0.000023041505
-165,1.5226, 0.000019246042
-165,1.5060, 0.000016074856
-165,1.4881, 0.000012914034
-165,1.4706, 0.000011131138
-165,1.4524, 0.000009768249
-165,1.4337, 0.000007890666
-165,1.4159, 0.000007024640
-165,1.4001, 0.000006593112
-165,1.3865, 0.000006293829
-165,1.3741, 0.000006153199
-165,1.3583, 0.000005799555
-165,1.3393, 0.000007634261
-165,1.3185, 0.000021668038
-165,1.2960, 0.000027250476
-165,1.2761, 0.000031457252
-165,1.2586, 0.000028800801
-165,1.2411, 0.000025088663
-165,1.2236, 0.000021428001
-165,1.2061, 0.000015860242
-165,1.1886, 0.000010316114
-165,1.1692, 0.000006505037
-165,1.1482, 0.000006617240
-165,1.1256, 0.000006512863
-165,1.1016, 0.000009179580
-165,1.0802, 0.000014097907
-165,1.0613, 0.000012844958
-165,1.0396, 0.000011038442
-165,1.0156, 0.000008226479
-165,0.9960, 0.000006160162
-165,0.9804, 0.000005113510
-165,0.9628, 0.000003856453
-165,0.9439, 0.000003328466
-165,0.9315, 0.000002515998
-165,0.9189, 0.000002873816
-165,0.9040, 0.000002441470
-165,0.8915, 0.000002058551
-165,0.8774, 0.000001575654
-165,0.8655, 0.000001541521
-165,0.8522, 0.000001624184
-165,0.8341, 0.000001035326
-165,0.8223, 0.000000829597
-165,0.8097, 0.000000656452
-165,0.7924, 0.000000875586
-165,0.7774, 0.000001048467
-165,0.7650, 0.000000893681
-165,0.7524, 0.000000385698
-165,0.7390, 0.000000474600
-165,0.7288, 0.000000801268
-165,0.7143, 0.000001159996
-165,0.6969, 0.000000607812
-165,0.6771, 0.000000899550
-165,0.6574, 0.000000562010
-165,0.6424, 0.000000504437
-165,0.6280, 0.000000593790
-165,0.6165, 0.000000466958
-165,0.6044, 0.000000363451
-165,0.5909, 0.000000445583
-165,0.5784, 0.000000256882
-165,0.5654, 0.000000290323
-165,0.5519, 0.000000229327
-165,0.5369, 0.000000142745
-165,0.5235, 0.000000197042
-165,0.5064, 0.000000165856
-165,0.4849, 0.000000098448
-165,0.4648, 0.000000069138
-165,0.4448, 0.000000045461
-165,0.4258, 0.000000032508
-165,0.4083, 0.000000045017
-165,0.3871, 0.000000124317
-165,0.3621, 0.000000175543
-165,0.3370, 0.000000124453
-165,0.3120, 0.000000115492
-165,0.2870, 0.000000067732
-165,0.2679,            Inf


#alpha=-160
-160,227.5313, 0.001707228913
-160,138.7925, 0.001439729464
-160,97.7517, 0.001342954952
-160,73.6920, 0.001249141468
-160,53.8793, 0.001194660414
-160,42.2119, 0.001129945953
-160,35.7526, 0.001104124382
-160,29.7000, 0.001063103943
-160,24.8385, 0.001018521509
-160,21.3950, 0.000969106982
-160,19.3817, 0.000955047821
-160,18.1802, 0.000950944478
-160,16.9779, 0.000930947868
-160,15.7766, 0.000910497141
-160,14.5751, 0.000898301842
-160,13.5879, 0.000882671465
-160,12.7869, 0.000873483105
-160,11.9861, 0.000862664909
-160,11.2918, 0.000839125163
-160,10.6918, 0.000698559062
-160,10.0913, 0.000779087157
-160,9.6479, 0.000747900964
-160,9.3475, 0.000678585350
-160,8.9952, 0.000612469679
-160,8.6730, 0.000538692974
-160,8.3452, 0.000469800048
-160,8.0743, 0.000433935047
-160,7.9039, 0.000412831415
-160,7.7140, 0.000388092124
-160,7.4982, 0.000382717699
-160,7.2839, 0.000368327527
-160,7.0937, 0.000380133865
-160,6.8726, 0.000381273374
-160,6.6638, 0.000357386628
-160,6.5153, 0.000334963262
-160,6.2974, 0.000348579651
-160,6.0639, 0.000327703465
-160,5.8990, 0.000306911840
-160,5.7594, 0.000303091045
-160,5.5721, 0.000300580889
-160,5.3791, 0.000313449423
-160,5.2647, 0.000321674509
-160,5.1491, 0.000325925753
-160,4.9998, 0.000345616301
-160,4.8816, 0.000357606366
-160,4.8274, 0.000345003018
-160,4.7964, 0.000348001794
-160,4.7498, 0.000359349803
-160,4.6999, 0.000360440501
-160,4.6623, 0.000354268843
-160,4.6050, 0.000355048626
-160,4.5041, 0.000343736874
-160,4.3952, 0.000329257769
-160,4.3007, 0.000318041340
-160,4.2019, 0.000317673459
-160,4.0737, 0.000302705595
-160,3.9494, 0.000250385928
-160,3.8493, 0.000208317905
-160,3.7493, 0.000167844906
-160,3.6621, 0.000135883852
-160,3.5871, 0.000112858877
-160,3.5131, 0.000101609492
-160,3.4381, 0.000095905857
-160,3.3634, 0.000091475984
-160,3.3078, 0.000092641552
-160,3.2691, 0.000091605597
-160,3.2309, 0.000087888381
-160,3.1934, 0.000086476534
-160,3.1559, 0.000087278416
-160,3.1184, 0.000090899013
-160,3.0848, 0.000095549997
-160,3.0548, 0.000102294945
-160,3.0145, 0.000104424667
-160,2.9647, 0.000100546190
-160,2.9086, 0.000092575112
-160,2.8468, 0.000084202652
-160,2.7875, 0.000077472084
-160,2.7304, 0.000073689560
-160,2.6756, 0.000066618113
-160,2.6230, 0.000067691231
